mu,alpha,avg_efficiency,avg_resources,avg_time_to_first,std_efficiency,std_resources,std_time_to_first,se_efficiency,se_resources,se_time_to_first
2.0,1e-05,0.25536548046998747,848.9,1027.2,2.7510435083673106,76.78751345252834,988.3500054805146,0.5502087016734621,15.357502690505669,197.6700010961029
2.0,0.0001,0.23733897426211917,808.4,702.0,1.9083110711400295,48.701357498762015,860.2079851860117,0.3816622142280059,9.740271499752403,172.04159703720234
2.0,0.001,0.19246871606274146,725.3,164.7,2.1193701516802177,70.19821143653796,170.43542276573064,0.42387403033604354,14.039642287307592,34.08708455314613
2.0,0.01,0.11608292638912433,488.9,790.6,0.8163455982016764,25.636129019629923,1110.1529624335558,0.16326911964033528,5.127225803925985,222.03059248671116
2.0,0.1,0.07712210522715714,328.9,694.3,0.5745136851466844,23.816194303689894,231.82323246627186,0.11490273702933688,4.763238860737979,46.36464649325437
2.0,0.999,0.07782146349475444,291.1,1535.6,0.632047031940163,18.555921486744392,595.8850000909013,0.1264094063880326,3.7111842973488782,119.17700001818025
